"catalogNumber","Genus","standardGenus","family","standardFamily","authority"
"2805","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2804","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2803","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2802","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2801","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1979","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4078","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2643","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1977","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4148","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4149","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4150","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4151","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4152","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4147","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4158","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4146","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2633","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4162","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2626","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4165","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2620","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2616","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2612","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4157","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1988","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2673","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1981","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1982","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1983","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1984","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1985","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2689","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1987","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1978","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1989","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1990","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1991","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1992","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1993","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1994","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1995","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1986","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2257","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5363","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5362","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5361","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2252","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2253","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2393","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5394","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2256","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5378","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2258","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4386","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5354","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4416","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4392","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2266","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4385","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4360","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2194","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2195","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2196","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2197","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2493","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2492","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"6040","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4353","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4432","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"6031","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4361","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5173","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5381","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5380","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5379","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2371","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2491","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2355","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2267","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2360","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2359","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2358","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2338","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2339","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2333","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2356","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2332","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2354","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2353","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2345","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2352","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2351","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4408","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2350","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2357","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2283","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2191","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2272","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2273","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5351","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2279","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2280","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2361","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2282","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2372","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2325","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2326","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2327","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2328","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2329","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2330","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2362","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2281","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4249","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2235","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2452","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5970","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5971","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2441","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2440","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2454","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4248","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4225","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4250","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5974","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4254","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2231","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2232","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2233","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2193","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4235","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2662","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4075","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2672","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4224","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5393","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5961","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2665","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2453","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2663","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5975","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5392","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5962","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5963","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5174","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5966","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2462","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2461","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2664","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2320","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2234","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"6024","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2314","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2315","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2316","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2317","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2310","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2319","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2505","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2321","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2322","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2323","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2188","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2189","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2190","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2674","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2318","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5976","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4255","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4257","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2239","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2240","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2241","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2242","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"6023","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2518","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2192","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2512","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2185","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2186","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2187","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2284","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2285","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2286","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2243","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4597","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4612","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5190","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4644","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4643","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3102","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4600","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1698","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4598","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1697","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4596","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4595","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3087","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3086","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4590","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4589","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4599","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1689","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1681","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1682","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1683","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1684","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1685","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1686","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1699","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1688","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3081","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1690","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1691","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1692","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1694","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5191","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1696","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1687","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3062","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1846","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1847","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4578","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1849","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3015","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3014","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5294","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3063","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1843","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3006","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3055","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"2821","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3053","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3046","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4613","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3012","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3096","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1678","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3079","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3078","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3077","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3076","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4579","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1845","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3099","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1844","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3095","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3093","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3091","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1840","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1841","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1842","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3082","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3100","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3938","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3541","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3540","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3539","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3536","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"6181","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"4996","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5011","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3532","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3125","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5205","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3113","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5204","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5203","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5202","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1680","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3533","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3142","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1595","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1596","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1597","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1598","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3149","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3148","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3117","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5045","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3118","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3141","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3140","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3134","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3129","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3925","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3126","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5012","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"3145","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5032","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1668","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1669","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1670","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1671","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1672","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1674","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"5201","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
"1677","Peromyscus","Peromyscus","Cricetidae","Muridae","ITIS"
